,manufacturer,link,name,year,name_year,manufacturer_name_year,manufacturer_name
964,Az. Vin. Benanti,https://www.dn.no/smak/vin/benanti-serra-della-contessa-etna-rosso/4-1-61962,Benanti Serra della Contessa Etna Rosso,2013,Benanti Serra della Contessa Etna Rosso 2013,Az. Vin. Benanti Benanti Serra della Contessa Etna Rosso 2013,Az. Vin. Benanti Benanti Serra della Contessa Etna Rosso
965,Frank Cornelissen,https://www.dn.no/smak/vin/cornelissen-munjebel-cr-rosso/4-1-75159,Cornelissen Munjebel CR Rosso,2017,Cornelissen Munjebel CR Rosso 2017,Frank Cornelissen Cornelissen Munjebel CR Rosso 2017,Frank Cornelissen Cornelissen Munjebel CR Rosso
966,Tenuta Scerscé,https://www.dn.no/smak/vin/tenuta-scersce-essenza-valtellina-superiore/4-1-71669,Tenuta Scerscé Essenza Valtellina Superiore,2016,Tenuta Scerscé Essenza Valtellina Superiore 2016,Tenuta Scerscé Tenuta Scerscé Essenza Valtellina Superiore 2016,Tenuta Scerscé Tenuta Scerscé Essenza Valtellina Superiore
967,Dosio Vigneti,https://www.dn.no/smak/vin/dosio-barolo/4-1-72386,Dosio Barolo,2012,Dosio Barolo 2012,Dosio Vigneti Dosio Barolo 2012,Dosio Vigneti Dosio Barolo
968,Terre del Barolo,https://www.dn.no/smak/vin/arnaldorivera-barolo-rocche-di-castiglione/4-1-69549,Arnaldorivera Barolo Rocche di Castiglione,2014,Arnaldorivera Barolo Rocche di Castiglione 2014,Terre del Barolo Arnaldorivera Barolo Rocche di Castiglione 2014,Terre del Barolo Arnaldorivera Barolo Rocche di Castiglione
969,Az. Agr. Talenti,https://www.dn.no/smak/vin/talenti-brunello-di-montalcino/4-1-70475,Talenti Brunello di Montalcino,2013,Talenti Brunello di Montalcino 2013,Az. Agr. Talenti Talenti Brunello di Montalcino 2013,Az. Agr. Talenti Talenti Brunello di Montalcino
970,Gaja,https://www.dn.no/smak/vin/dagromis-barolo/4-1-70818,Dagromis Barolo,2015,Dagromis Barolo 2015,Gaja Dagromis Barolo 2015,Gaja Dagromis Barolo
971,Enrico Serafino,https://www.dn.no/smak/vin/enrico-serafino-picotener-langhe-nebbiolo/4-1-73879,Enrico Serafino Picotener Langhe Nebbiolo,2017,Enrico Serafino Picotener Langhe Nebbiolo 2017,Enrico Serafino Enrico Serafino Picotener Langhe Nebbiolo 2017,Enrico Serafino Enrico Serafino Picotener Langhe Nebbiolo
972,Le Piane,https://www.dn.no/smak/vin/le-piane-boca/4-1-70513,Le Piane Boca,2015,Le Piane Boca 2015,Le Piane Le Piane Boca 2015,Le Piane Le Piane Boca
973,Le Piane,https://www.dn.no/smak/vin/le-piane-mimmo/4-1-70516,Le Piane Mimmo,2016,Le Piane Mimmo 2016,Le Piane Le Piane Mimmo 2016,Le Piane Le Piane Mimmo
974,Luciano Sandrone,https://www.dn.no/smak/vin/sandrone-barbera-dalba/4-1-68924,Sandrone Barbera d'Alba,2014,Sandrone Barbera d'Alba 2014,Luciano Sandrone Sandrone Barbera d'Alba 2014,Luciano Sandrone Sandrone Barbera d'Alba
975,Az. Agr. Quinto Chionetti e Fi,https://www.dn.no/smak/vin/dolcetto-di-dogliani-briccolero/4-1-69098,Dolcetto di Dogliani Briccolero,2016,Dolcetto di Dogliani Briccolero 2016,Az. Agr. Quinto Chionetti e Fi Dolcetto di Dogliani Briccolero 2016,Az. Agr. Quinto Chionetti e Fi Dolcetto di Dogliani Briccolero
976,Elio Altare,https://www.dn.no/smak/vin/barbera-dalba/4-1-71695,Barbera d'Alba,2017,Barbera d'Alba 2017,Elio Altare Barbera d'Alba 2017,Elio Altare Barbera d'Alba
977,Torraccia del Piantavigna,https://www.dn.no/smak/vin/torraccia-del-piantavigna-ghemme/4-1-29349,Torraccia del Piantavigna Ghemme,2009,Torraccia del Piantavigna Ghemme 2009,Torraccia del Piantavigna Torraccia del Piantavigna Ghemme 2009,Torraccia del Piantavigna Torraccia del Piantavigna Ghemme
978,Casc. Luisin,https://www.dn.no/smak/vin/luisin-barolo-leon/4-1-34183,Luisin Barolo Leon,2010,Luisin Barolo Leon 2010,Casc. Luisin Luisin Barolo Leon 2010,Casc. Luisin Luisin Barolo Leon
979,Az. Agr. Erbaluna,https://www.dn.no/smak/vin/erbaluna-barolo-vigna-rocche/4-1-42002,Erbaluna Barolo Vigna Rocche,2014,Erbaluna Barolo Vigna Rocche 2014,Az. Agr. Erbaluna Erbaluna Barolo Vigna Rocche 2014,Az. Agr. Erbaluna Erbaluna Barolo Vigna Rocche
980,La Mano Verde,https://www.dn.no/smak/vin/la-mano-verde-terra-rossa/4-1-39334,La Mano Verde Terra Rossa,2015,La Mano Verde Terra Rossa 2015,La Mano Verde La Mano Verde Terra Rossa 2015,La Mano Verde La Mano Verde Terra Rossa
981,Silvia Rivella,https://www.dn.no/smak/vin/langhe-nebbiolo/4-1-42876,Langhe Nebbiolo,2015,Langhe Nebbiolo 2015,Silvia Rivella Langhe Nebbiolo 2015,Silvia Rivella Langhe Nebbiolo
982,March. Antinori,https://www.dn.no/smak/vin/guado-al-tasso/4-1-44022,Guado al Tasso,2016,Guado al Tasso 2016,March. Antinori Guado al Tasso 2016,March. Antinori Guado al Tasso
983,Ioppa,https://www.dn.no/smak/vin/bricco-balsina/4-1-36314,Bricco Balsina,2007,Bricco Balsina 2007,Ioppa Bricco Balsina 2007,Ioppa Bricco Balsina
984,Le Piane,https://www.dn.no/smak/vin/boca-le-piane/4-1-38690,Boca Le Piane,2011,Boca Le Piane 2011,Le Piane Boca Le Piane 2011,Le Piane Boca Le Piane
985,Ronchi di Cialla,https://www.dn.no/smak/vin/ronchi-di-cialla-schioppettino/4-1-38634,Ronchi di Cialla Schioppettino,2004,Ronchi di Cialla Schioppettino 2004,Ronchi di Cialla Ronchi di Cialla Schioppettino 2004,Ronchi di Cialla Ronchi di Cialla Schioppettino
986,Az. Agr. Marion,https://www.dn.no/smak/vin/marion-amarone-della-valpolicella/4-1-26896,Marion Amarone della Valpolicella,2011,Marion Amarone della Valpolicella 2011,Az. Agr. Marion Marion Amarone della Valpolicella 2011,Az. Agr. Marion Marion Amarone della Valpolicella
987,Az. Agr. Malvirà,https://www.dn.no/smak/vin/langhe-san-guglielmo-magnum/4-1-32326,"Langhe San Guglielmo, Magnum",2010,"Langhe San Guglielmo, Magnum 2010","Az. Agr. Malvirà Langhe San Guglielmo, Magnum 2010","Az. Agr. Malvirà Langhe San Guglielmo, Magnum"
988,Ar.Pe.Pe,https://www.dn.no/smak/vin/arpepe-sassella-stella-retica-riserva/4-1-56730,Arpepe Sassella Stella Retica Riserva,2015,Arpepe Sassella Stella Retica Riserva 2015,Ar.Pe.Pe Arpepe Sassella Stella Retica Riserva 2015,Ar.Pe.Pe Arpepe Sassella Stella Retica Riserva
989,Luigi Giordano,https://www.dn.no/smak/vin/luigi-giordano-barbaresco-montestefano/4-1-57336,Luigi Giordano Barbaresco Montestefano,2014,Luigi Giordano Barbaresco Montestefano 2014,Luigi Giordano Luigi Giordano Barbaresco Montestefano 2014,Luigi Giordano Luigi Giordano Barbaresco Montestefano
990,Azienda Agricola Skerlj,https://www.dn.no/smak/vin/skerlj-terrano/4-1-51692,Skerlj Terrano,2015,Skerlj Terrano 2015,Azienda Agricola Skerlj Skerlj Terrano 2015,Azienda Agricola Skerlj Skerlj Terrano
991,Fonterenza Soc. Agr.,https://www.dn.no/smak/vin/fonterenza-rosso-di-montalcino-albarello/4-1-54147,Fonterenza Rosso di Montalcino Albarello,2015,Fonterenza Rosso di Montalcino Albarello 2015,Fonterenza Soc. Agr. Fonterenza Rosso di Montalcino Albarello 2015,Fonterenza Soc. Agr. Fonterenza Rosso di Montalcino Albarello
992,Az. Agr. Roagna,https://www.dn.no/smak/vin/roagna-langhe-rosso/4-1-83298,Roagna Langhe Rosso,2014,Roagna Langhe Rosso 2014,Az. Agr. Roagna Roagna Langhe Rosso 2014,Az. Agr. Roagna Roagna Langhe Rosso
993,Paolo Conterno,https://www.dn.no/smak/vin/morten-abel-barolo-ginestra/4-1-53134,Morten Abel Barolo Ginestra,2013,Morten Abel Barolo Ginestra 2013,Paolo Conterno Morten Abel Barolo Ginestra 2013,Paolo Conterno Morten Abel Barolo Ginestra
994,Fatt. Selvapiana,https://www.dn.no/smak/vin/selvapiana-chianti-rufina-riserva-bucerchiale/4-1-53166,Selvapiana Chianti Rufina Riserva Bucerchiale,2013,Selvapiana Chianti Rufina Riserva Bucerchiale 2013,Fatt. Selvapiana Selvapiana Chianti Rufina Riserva Bucerchiale 2013,Fatt. Selvapiana Selvapiana Chianti Rufina Riserva Bucerchiale
995,Molino S.S.A.,https://www.dn.no/smak/vin/molino-barbaresco-teorema/4-1-56921,Molino Barbaresco Teorema,2014,Molino Barbaresco Teorema 2014,Molino S.S.A. Molino Barbaresco Teorema 2014,Molino S.S.A. Molino Barbaresco Teorema
996,Gaja,https://www.dn.no/smak/vin/sito-moresco/4-1-83276,Sito Moresco,2017,Sito Moresco 2017,Gaja Sito Moresco 2017,Gaja Sito Moresco
997,San Polino,https://www.dn.no/smak/vin/san-polino-brunello-di-montalcino/4-1-83868,San Polino Brunello di Montalcino,2014,San Polino Brunello di Montalcino 2014,San Polino San Polino Brunello di Montalcino 2014,San Polino San Polino Brunello di Montalcino
998,Az. Agr. Sottimano,https://www.dn.no/smak/vin/sottimano-barbaresco-cotta/4-1-85143,Sottimano Barbaresco Cottá,2016,Sottimano Barbaresco Cottá 2016,Az. Agr. Sottimano Sottimano Barbaresco Cottá 2016,Az. Agr. Sottimano Sottimano Barbaresco Cottá
999,Az. Agr. Sottimano,https://www.dn.no/smak/vin/sottimano-barbaresco-pajore/4-1-85144,Sottimano Barbaresco Pajoré,2016,Sottimano Barbaresco Pajoré 2016,Az. Agr. Sottimano Sottimano Barbaresco Pajoré 2016,Az. Agr. Sottimano Sottimano Barbaresco Pajoré
1000,Az. Agr. Roagna,https://www.dn.no/smak/vin/roagna-barbera-dalba/4-1-83279,Roagna Barbera d'Alba,2014,Roagna Barbera d'Alba 2014,Az. Agr. Roagna Roagna Barbera d'Alba 2014,Az. Agr. Roagna Roagna Barbera d'Alba
1001,Alfio Mozzi,https://www.dn.no/smak/vin/valtellina-superiore-sassella-riserva-grisone/4-1-84068,Valtellina Superiore Sassella Riserva Grisone,2015,Valtellina Superiore Sassella Riserva Grisone 2015,Alfio Mozzi Valtellina Superiore Sassella Riserva Grisone 2015,Alfio Mozzi Valtellina Superiore Sassella Riserva Grisone
1002,Az. Agr. Foradori,https://www.dn.no/smak/vin/foradori-teroldego/4-1-82989,Foradori Teroldego,2016,Foradori Teroldego 2016,Az. Agr. Foradori Foradori Teroldego 2016,Az. Agr. Foradori Foradori Teroldego
1003,Frank Cornelissen,https://www.dn.no/smak/vin/cornelissen-munjebel-rosso/4-1-82997,Cornelissen Munjebel Rosso,2018,Cornelissen Munjebel Rosso 2018,Frank Cornelissen Cornelissen Munjebel Rosso 2018,Frank Cornelissen Cornelissen Munjebel Rosso
1004,Viberti Giovanni,https://www.dn.no/smak/vin/barolo-buon-padre/4-1-89973,Barolo Buon Padre,2016,Barolo Buon Padre 2016,Viberti Giovanni Barolo Buon Padre 2016,Viberti Giovanni Barolo Buon Padre
1005,Fatt. Nittardi,https://www.dn.no/smak/vin/chianti-classico-art-label-vigna-doghessa/4-1-90156,"Chianti Classico                                            ""Art Label""                                                      Vigna Doghessa",2017,"Chianti Classico                                            ""Art Label""                                                      Vigna Doghessa 2017","Fatt. Nittardi Chianti Classico                                            ""Art Label""                                                      Vigna Doghessa 2017","Fatt. Nittardi Chianti Classico                                            ""Art Label""                                                      Vigna Doghessa"
1006,Vign. Contrà Soarda,https://www.dn.no/smak/vin/contra-soarda-terre-di-lava-breganze-rosso-riserva/4-1-92107,Contra Soarda Terre di Lava Breganze Rosso Riserva,2014,Contra Soarda Terre di Lava Breganze Rosso Riserva 2014,Vign. Contrà Soarda Contra Soarda Terre di Lava Breganze Rosso Riserva 2014,Vign. Contrà Soarda Contra Soarda Terre di Lava Breganze Rosso Riserva
1007,Vino di Anna,https://www.dn.no/smak/vin/vino-di-anna-qvevri-don-alfio/4-1-90847,Vino di Anna Qvevri Don Alfio,2016,Vino di Anna Qvevri Don Alfio 2016,Vino di Anna Vino di Anna Qvevri Don Alfio 2016,Vino di Anna Vino di Anna Qvevri Don Alfio
1008,Baricchi,https://www.dn.no/smak/vin/baricchi-barbaresco-riserva/4-1-91841,Baricchi Barbaresco Riserva,2014,Baricchi Barbaresco Riserva 2014,Baricchi Baricchi Barbaresco Riserva 2014,Baricchi Baricchi Barbaresco Riserva
1009,Siro Pacenti,https://www.dn.no/smak/vin/siro-pacenti-vecchie-vigne-brunello-di-montalcino/4-1-88813,Siro Pacenti Vecchie Vigne Brunello di Montalcino,2015,Siro Pacenti Vecchie Vigne Brunello di Montalcino 2015,Siro Pacenti Siro Pacenti Vecchie Vigne Brunello di Montalcino 2015,Siro Pacenti Siro Pacenti Vecchie Vigne Brunello di Montalcino
1010,Le Boncie di Giavanna Morganti,https://www.dn.no/smak/vin/podere-le-boncie-le-trame/4-1-90123,Podere le Boncie Le Trame,2016,Podere le Boncie Le Trame 2016,Le Boncie di Giavanna Morganti Podere le Boncie Le Trame 2016,Le Boncie di Giavanna Morganti Podere le Boncie Le Trame
1011,Burlotto,https://www.dn.no/smak/vin/burlotto-barbera-dalba-aves/4-1-91602,Burlotto Barbera d'Alba Aves,2018,Burlotto Barbera d'Alba Aves 2018,Burlotto Burlotto Barbera d'Alba Aves 2018,Burlotto Burlotto Barbera d'Alba Aves
1012,Az. Agr. Noah,https://www.dn.no/smak/vin/noah-lessona/4-1-90009,Noah Lessona,2015,Noah Lessona 2015,Az. Agr. Noah Noah Lessona 2015,Az. Agr. Noah Noah Lessona
1013,Eduardo Torres Acosta,https://www.dn.no/smak/vin/eduardo-t-acosta-versante-nord-nerello-mascalese/4-1-90131,Eduardo T. Acosta Versante Nord Nerello Mascalese,2017,Eduardo T. Acosta Versante Nord Nerello Mascalese 2017,Eduardo Torres Acosta Eduardo T. Acosta Versante Nord Nerello Mascalese 2017,Eduardo Torres Acosta Eduardo T. Acosta Versante Nord Nerello Mascalese
1014,Arianna Occhipinti,https://www.dn.no/smak/vin/occhipinti-siccagno-nero-davola/4-1-90132,Occhipinti Siccagno Nero d'Avola,2017,Occhipinti Siccagno Nero d'Avola 2017,Arianna Occhipinti Occhipinti Siccagno Nero d'Avola 2017,Arianna Occhipinti Occhipinti Siccagno Nero d'Avola
1015,Az. Agr. Roberto Voerzio,https://www.dn.no/smak/vin/langhe-nebbiolo-disanfrancesco/4-1-87416,Langhe Nebbiolo Disanfrancesco,2017,Langhe Nebbiolo Disanfrancesco 2017,Az. Agr. Roberto Voerzio Langhe Nebbiolo Disanfrancesco 2017,Az. Agr. Roberto Voerzio Langhe Nebbiolo Disanfrancesco
1016,Az. Agr. San Fereolo,https://www.dn.no/smak/vin/san-fereolo-austri-langhe/4-1-88377,San Fereolo Austri Langhe,2012,San Fereolo Austri Langhe 2012,Az. Agr. San Fereolo San Fereolo Austri Langhe 2012,Az. Agr. San Fereolo San Fereolo Austri Langhe
1017,Prod. del Barbaresco,https://www.dn.no/smak/vin/barbaresco-riserva-pora/4-1-87925,Barbaresco Riserva Pora,2015,Barbaresco Riserva Pora 2015,Prod. del Barbaresco Barbaresco Riserva Pora 2015,Prod. del Barbaresco Barbaresco Riserva Pora
1018,Monterinaldi,https://www.dn.no/smak/vin/chianti-classico-riserva/4-1-87915,Chianti Classico Riserva,2016,Chianti Classico Riserva 2016,Monterinaldi Chianti Classico Riserva 2016,Monterinaldi Chianti Classico Riserva
1019,Prod. del Barbaresco,https://www.dn.no/smak/vin/barbaresco/4-1-87918,Barbaresco,2016,Barbaresco 2016,Prod. del Barbaresco Barbaresco 2016,Prod. del Barbaresco Barbaresco
1020,Arianna Occhipinti,https://www.dn.no/smak/vin/occhipinti-passonero/4-1-83941,Occhipinti Passonero,2017,Occhipinti Passonero 2017,Arianna Occhipinti Occhipinti Passonero 2017,Arianna Occhipinti Occhipinti Passonero
1021,Az. Agr. Stefano Accordini,https://www.dn.no/smak/vin/amarone-della-valpolicella-classico-acinatico/4-1-83231,Amarone della Valpolicella Classico Acinatico,2016,Amarone della Valpolicella Classico Acinatico 2016,Az. Agr. Stefano Accordini Amarone della Valpolicella Classico Acinatico 2016,Az. Agr. Stefano Accordini Amarone della Valpolicella Classico Acinatico
1022,Az. Ag. Menegola,https://www.dn.no/smak/vin/menegola-sassella-riserva/4-1-81454,Menegola Sassella Riserva,2013,Menegola Sassella Riserva 2013,Az. Ag. Menegola Menegola Sassella Riserva 2013,Az. Ag. Menegola Menegola Sassella Riserva
1023,Poggio di Sotto,https://www.dn.no/smak/vin/poggio-di-sotto-rosso-di-montalcino/4-1-81274,Poggio di Sotto Rosso di Montalcino,2016,Poggio di Sotto Rosso di Montalcino 2016,Poggio di Sotto Poggio di Sotto Rosso di Montalcino 2016,Poggio di Sotto Poggio di Sotto Rosso di Montalcino
1024,Az. Agr. Graci,https://www.dn.no/smak/vin/graci-etna-rosso-quota-1000-contrada-barbabecchi/4-1-80938,Graci Etna Rosso Quota 1000 Contrada Barbabecchi,2014,Graci Etna Rosso Quota 1000 Contrada Barbabecchi 2014,Az. Agr. Graci Graci Etna Rosso Quota 1000 Contrada Barbabecchi 2014,Az. Agr. Graci Graci Etna Rosso Quota 1000 Contrada Barbabecchi
1025,Ten. Il Poggione,https://www.dn.no/smak/vin/brunello-di-montalcino/4-1-82945,Brunello di Montalcino,2014,Brunello di Montalcino 2014,Ten. Il Poggione Brunello di Montalcino 2014,Ten. Il Poggione Brunello di Montalcino
1026,Az. Agr. Segni di Langa,https://www.dn.no/smak/vin/segni-di-langa-barolo/4-1-88632,Segni di Langa Barolo,2016,Segni di Langa Barolo 2016,Az. Agr. Segni di Langa Segni di Langa Barolo 2016,Az. Agr. Segni di Langa Segni di Langa Barolo
1027,Azienda Agricola Burzi Alberto,https://www.dn.no/smak/vin/burzi-barolo-capalot/4-1-57783,Burzi Barolo Capalot,2013,Burzi Barolo Capalot 2013,Azienda Agricola Burzi Alberto Burzi Barolo Capalot 2013,Azienda Agricola Burzi Alberto Burzi Barolo Capalot
1028,Giancarlo Travaglini,https://www.dn.no/smak/vin/travaglini-gattinara-riserva/4-1-52189,Travaglini Gattinara Riserva,2011,Travaglini Gattinara Riserva 2011,Giancarlo Travaglini Travaglini Gattinara Riserva 2011,Giancarlo Travaglini Travaglini Gattinara Riserva
1029,Az. Vit. Nervi,https://www.dn.no/smak/vin/nervi-gattinara-vigna-molsino/4-1-51575,Nervi Gattinara Vigna Molsino,2012,Nervi Gattinara Vigna Molsino 2012,Az. Vit. Nervi Nervi Gattinara Vigna Molsino 2012,Az. Vit. Nervi Nervi Gattinara Vigna Molsino
1030,Eduardo Torres Acosta,https://www.dn.no/smak/vin/eduardo-torres-acosta-pirrera-nerello-mascalese/4-1-37593,Eduardo Torres Acosta Pirrera Nerello Mascalese,2014,Eduardo Torres Acosta Pirrera Nerello Mascalese 2014,Eduardo Torres Acosta Eduardo Torres Acosta Pirrera Nerello Mascalese 2014,Eduardo Torres Acosta Eduardo Torres Acosta Pirrera Nerello Mascalese
1031,Col d'Orcia,https://www.dn.no/smak/vin/brunello-di-montalcino/4-1-45452,Brunello di Montalcino,2012,Brunello di Montalcino 2012,Col d'Orcia Brunello di Montalcino 2012,Col d'Orcia Brunello di Montalcino
1032,Az. Vit. Sobrero,https://www.dn.no/smak/vin/barolo-ciabot-tanasio/4-1-50776,Barolo Ciabot Tanasio,2012,Barolo Ciabot Tanasio 2012,Az. Vit. Sobrero Barolo Ciabot Tanasio 2012,Az. Vit. Sobrero Barolo Ciabot Tanasio
1033,Pod. Colla,https://www.dn.no/smak/vin/barbaresco-roncaglie/4-1-14186,Barbaresco Roncaglie,2008,Barbaresco Roncaglie 2008,Pod. Colla Barbaresco Roncaglie 2008,Pod. Colla Barbaresco Roncaglie
1034,Scarzello,https://www.dn.no/smak/vin/barolo-vigna-merenda/4-1-48116,Barolo Vigna Merenda,2011,Barolo Vigna Merenda 2011,Scarzello Barolo Vigna Merenda 2011,Scarzello Barolo Vigna Merenda
1035,Ar.Pe.Pe,https://www.dn.no/smak/vin/sassella-stella-retica-riserva/4-1-39327,Sassella Stella Retica Riserva,2011,Sassella Stella Retica Riserva 2011,Ar.Pe.Pe Sassella Stella Retica Riserva 2011,Ar.Pe.Pe Sassella Stella Retica Riserva
1036,Az. Agr. Cappellano,https://www.dn.no/smak/vin/cappellano-barbera-dalba-gabutti/4-1-45938,Cappellano Barbera d'Alba Gabutti,2012,Cappellano Barbera d'Alba Gabutti 2012,Az. Agr. Cappellano Cappellano Barbera d'Alba Gabutti 2012,Az. Agr. Cappellano Cappellano Barbera d'Alba Gabutti
1037,Paolo Scavino,https://www.dn.no/smak/vin/paolo-scavino-barolo-bricco-ambrogio/4-1-52308,Paolo Scavino Barolo Bricco Ambrogio,2012,Paolo Scavino Barolo Bricco Ambrogio 2012,Paolo Scavino Paolo Scavino Barolo Bricco Ambrogio 2012,Paolo Scavino Paolo Scavino Barolo Bricco Ambrogio
1038,Gianni Brunelli,https://www.dn.no/smak/vin/brunello-di-montalcino/4-1-32355,Brunello di Montalcino,2011,Brunello di Montalcino 2011,Gianni Brunelli Brunello di Montalcino 2011,Gianni Brunelli Brunello di Montalcino
1039,Siro Pacenti,https://www.dn.no/smak/vin/siro-pacenti-ps-riserva-brunello-di-montalcino/4-1-50944,Siro Pacenti PS Riserva Brunello di Montalcino,2010,Siro Pacenti PS Riserva Brunello di Montalcino 2010,Siro Pacenti Siro Pacenti PS Riserva Brunello di Montalcino 2010,Siro Pacenti Siro Pacenti PS Riserva Brunello di Montalcino
1040,Az. Agr. Azelia,https://www.dn.no/smak/vin/azelia-barolo-margheria/4-1-27835,Azelia Barolo Margheria,2011,Azelia Barolo Margheria 2011,Az. Agr. Azelia Azelia Barolo Margheria 2011,Az. Agr. Azelia Azelia Barolo Margheria
1041,Bruno Giacosa,https://www.dn.no/smak/vin/bruno-giacosa-nebbiolo-dalba-valmaggiore/4-1-47405,Bruno Giacosa Nebbiolo d'Alba Valmaggiore,2013,Bruno Giacosa Nebbiolo d'Alba Valmaggiore 2013,Bruno Giacosa Bruno Giacosa Nebbiolo d'Alba Valmaggiore 2013,Bruno Giacosa Bruno Giacosa Nebbiolo d'Alba Valmaggiore
1042,Emidio Pepe,https://www.dn.no/smak/vin/montepulciano-dabruzzo/4-1-43135,Montepulciano d´Abruzzo,2012,Montepulciano d´Abruzzo 2012,Emidio Pepe Montepulciano d´Abruzzo 2012,Emidio Pepe Montepulciano d´Abruzzo
1043,Arianna Occhipinti,https://www.dn.no/smak/vin/occhipinti-siccagno-nero-davola/4-1-52005,Occhipinti Siccagno Nero d'Avola,2014,Occhipinti Siccagno Nero d'Avola 2014,Arianna Occhipinti Occhipinti Siccagno Nero d'Avola 2014,Arianna Occhipinti Occhipinti Siccagno Nero d'Avola
1044,Az. Agr. Casale,https://www.dn.no/smak/vin/chianti-riserva/4-1-22160,Chianti Riserva,2005,Chianti Riserva 2005,Az. Agr. Casale Chianti Riserva 2005,Az. Agr. Casale Chianti Riserva
1045,Viberti Giovanni,https://www.dn.no/smak/vin/barolo-la-volta-riserva/4-1-40891,Barolo La Volta Riserva,2010,Barolo La Volta Riserva 2010,Viberti Giovanni Barolo La Volta Riserva 2010,Viberti Giovanni Barolo La Volta Riserva
1046,Prod. del Barbaresco,https://www.dn.no/smak/vin/barbaresco-rio-sordo-riserva/4-1-17316,Barbaresco Rio Sordo Riserva,2009,Barbaresco Rio Sordo Riserva 2009,Prod. del Barbaresco Barbaresco Rio Sordo Riserva 2009,Prod. del Barbaresco Barbaresco Rio Sordo Riserva
1047,Domenico Clerico,https://www.dn.no/smak/vin/domenico-clerico-barolo-ciabot-mentin/4-1-82443,Domenico Clerico Barolo Ciabot Mentin,2015,Domenico Clerico Barolo Ciabot Mentin 2015,Domenico Clerico Domenico Clerico Barolo Ciabot Mentin 2015,Domenico Clerico Domenico Clerico Barolo Ciabot Mentin
